time,mag,magType,nst,gap,dmin,rms,net,place,locationSource,magSource
2023-01-09T12:32:45.190Z,3.14,md,7,265,0.5894,0.21,pr,"67 km NNW of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-09T12:26:31.350Z,5.2,mww,78,124,1.282,0.65,us,"126 km SSW of Trenggalek, Indonesia",us,us
2023-01-09T11:54:04.060Z,4.6,mb,54,70,1.305,0.44,us,"29 km S of San Jose Village, Northern Mariana Islands",us,us
2023-01-09T11:31:48.858Z,4.2,mwr,20,96,0.05,0.73,us,"68 km SSW of Hualien City, Taiwan",us,us
2023-01-09T11:12:21.298Z,4.3,mb,35,93,2.209,0.67,us,"124 km N of Kimbe, Papua New Guinea",us,us
2023-01-09T11:05:28.493Z,4.4,mb,16,88,2.108,0.4,us,Banda Sea,us,us
2023-01-09T11:01:37.140Z,4.4,mb,30,76,16.652,0.38,us,northern Mid-Atlantic Ridge,us,us
2023-01-09T10:47:49.280Z,2.63,ml,45,45,0.085,0.19,ci,"12km S of Olancha, CA",ci,ci
2023-01-09T09:09:45.056Z,4.2,mb,33,76,0.409,0.49,us,"81 km ENE of Iquique, Chile",us,us
2023-01-09T08:46:47.910Z,3.17,md,6,274,0.6663,0.22,pr,"75 km NNW of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-09T08:45:57.564Z,2.8,ml,20,87,0.073464818,0.2,tx,"38 km NNW of Toyah, Texas",tx,tx
2023-01-09T08:43:57.104Z,4.3,mwr,75,148,1.624,0.68,us,"192 km NW of Coquimbo, Chile",us,us
2023-01-09T08:37:57.274Z,4.2,mb,62,118,0.388,0.48,us,"Hokkaido, Japan region",us,us
2023-01-09T08:17:04.259Z,4.4,mb,67,82,3.344,0.74,us,Fiji region,us,us
2023-01-09T07:53:12.013Z,2.5,ml,26,50,0.037325523,0.3,tx,southern Texas,tx,tx
2023-01-09T07:22:58.641Z,4.3,mb,37,41,2.791,0.34,us,"155 km N of Dili, Timor Leste",us,us
2023-01-09T07:11:57.677Z,4.1,mb,57,116,1.961,0.44,us,"33 km NNE of Eloúnda, Greece",us,us
2023-01-09T06:24:17.232Z,5.2,mb,79,76,1.582,0.52,us,"156 km SE of Kokopo, Papua New Guinea",us,us
2023-01-09T06:24:04.480Z,2.6,ml,5,129,0.571,0.1551,nn,"52 km ENE of Fort Bidwell, California",nn,nn
2023-01-09T06:10:36.369Z,2.6,ml,31,59,0.589,0.22,us,"34 km W of Challis, Idaho",us,us
2023-01-09T05:26:59.550Z,2.7,ml,51,101,,0.11,hv,"Island of Hawaii, Hawaii",hv,hv
2023-01-09T04:48:16.893Z,4,mb,52,73,2.526,0.83,us,"Hindu Kush region, Afghanistan",us,us
2023-01-09T04:35:53.887Z,4.4,mb,23,145,0.71,0.82,us,"32 km NNW of Port-Olry, Vanuatu",us,us
2023-01-09T04:33:36.909Z,4.1,mb,8,158,0.756,0.82,us,"53 km WNW of Pante Makasar, Timor Leste",us,us
2023-01-09T03:45:28.566Z,4.4,mb,30,99,0.765,0.8,us,Timor region,us,us
2023-01-09T02:50:39.199Z,4.1,mb,39,100,0.652,1.34,us,"6 km NNW of Orikum, Albania",us,us
2023-01-09T02:39:30.010Z,4.4,mb,22,117,0.781,0.65,us,"49 km WNW of Port-Olry, Vanuatu",us,us
2023-01-09T02:05:20.146Z,4.2,mb,30,64,1.507,0.74,us,"77 km WNW of San Antonio de los Cobres, Argentina",us,us
2023-01-09T02:02:10.199Z,2.7,ml,22,51,0.00339353,0.1,tx,"36 km NNW of Toyah, Texas",tx,tx
2023-01-09T01:48:00.142Z,5,mb,61,72,0.651,0.53,us,"34 km WNW of Port-Olry, Vanuatu",us,us
2023-01-09T01:46:13.087Z,5.2,mb,122,30,0.602,0.56,us,"22 km NW of Port-Olry, Vanuatu",us,us
2023-01-09T00:37:38.264Z,4.8,mb,33,111,0.68,0.53,us,Vanuatu,us,us
2023-01-09T00:09:37.029Z,4.2,mb,22,105,0.656,0.58,us,"39 km W of Port-Olry, Vanuatu",us,us
2023-01-08T22:54:19.247Z,4,mb,15,88,0.624,0.59,us,"72 km E of Maumere, Indonesia",us,us
2023-01-08T22:33:21.160Z,4.6,mb,26,91,2.443,0.7,us,"Hindu Kush region, Afghanistan",us,us
2023-01-08T22:20:11.475Z,3.4,ml,18,55,0.050543842,0.3,tx,"5 km SSW of Falls City, Texas",tx,tx
2023-01-08T21:47:29.447Z,3.2,ml,27,72,0.132154725,0.2,tx,"9 km ENE of Balmorhea, Texas",tx,tx
2023-01-08T21:12:18.189Z,4.6,mb,31,55,0.447,0.74,us,"14 km WSW of Port-Olry, Vanuatu",us,us
2023-01-08T20:56:34.389Z,4.4,mb,14,80,0.384,0.69,us,"24 km SW of Port-Olry, Vanuatu",us,us
2023-01-08T20:23:58.691Z,4.3,mwr,25,73,0.793,1.11,us,"158 km N of Calama, Chile",us,guc
2023-01-08T20:02:04.863Z,4.3,mb,29,117,1.171,0.48,us,"Halmahera, Indonesia",us,us
2023-01-08T19:57:15.995Z,4.6,mb,18,110,18.146,0.63,us,central East Pacific Rise,us,us
2023-01-08T19:47:02.832Z,4.4,mb,14,156,5.838,1.08,us,Vanuatu,us,us
2023-01-08T19:38:29.302Z,4.3,mb,13,130,1.155,0.44,us,"133 km NNW of Asan-Maina Village, Guam",us,us
2023-01-08T19:35:55.290Z,2.51,md,12,263,0.1537,0.15,pr,Puerto Rico region,pr,pr
2023-01-08T19:31:29.435Z,2.7,ml,,,,0.58,ak,"42 km W of Kalifornsky, Alaska",ak,ak
2023-01-08T19:28:46.781Z,4.3,mwr,38,69,0.245,0.28,us,"3 km NNE of Villa Alemana, Chile",us,us
2023-01-08T18:32:24.317Z,4.6,mb,58,124,8.274,0.9,us,south of the Fiji Islands,us,us
2023-01-08T18:29:12.038Z,2.6,ml,,,,0.53,ak,"175 km S of Akhiok, Alaska",ak,ak
2023-01-08T18:16:20.124Z,4.6,mb,36,153,5.941,0.71,us,"20 km WSW of Port-Olry, Vanuatu",us,us
2023-01-08T18:11:46.508Z,3.6,ml,,,,0.83,ak,"46 km WNW of Ninilchik, Alaska",ak,ak
2023-01-08T17:15:08.903Z,5,mb,87,38,5.892,0.82,us,"37 km W of Port-Olry, Vanuatu",us,us
2023-01-08T17:12:57.253Z,4.4,mb,43,67,5.444,1.11,us,south of the Fiji Islands,us,us
2023-01-08T16:49:21.794Z,4.7,mb,21,158,5.849,0.99,us,"29 km SW of Port-Olry, Vanuatu",us,us
2023-01-08T16:36:15.920Z,2.5,ml,,,,0.37,ak,"Andreanof Islands, Aleutian Islands, Alaska",ak,ak
2023-01-08T16:28:14.735Z,3.6,ml,8,242,0.454,0.89,us,"14 km SSE of Yŏnan-ŭp, North Korea",us,us
2023-01-08T15:33:39.351Z,4.6,mb,16,121,5.605,0.94,us,"75 km WSW of Port-Olry, Vanuatu",us,us
2023-01-08T15:06:29.739Z,4.6,mb,16,161,5.892,0.74,us,"22 km SW of Port-Olry, Vanuatu",us,us
2023-01-08T15:03:20.821Z,4.8,mb,18,130,5.935,0.41,us,"25 km WSW of Port-Olry, Vanuatu",us,us
2023-01-08T14:11:27.791Z,4.1,mb,10,157,5.932,0.73,us,Vanuatu,us,us
2023-01-08T14:09:02.779Z,4.6,mb,52,130,3.759,0.81,us,"30 km SSE of Ust’-Kamchatsk Staryy, Russia",us,us
2023-01-08T14:07:47.695Z,2.6,ml,22,69,0.112721338,0.2,tx,western Texas,tx,tx
2023-01-08T14:04:46.717Z,2.5,ml,14,72,0.00947422,0,tx,western Texas,tx,tx
2023-01-08T13:50:08.737Z,4.7,mb,22,86,5.842,0.94,us,Vanuatu,us,us
2023-01-08T13:48:00.547Z,4.2,mb,18,109,1.124,1.02,us,"123 km W of Haveluloto, Tonga",us,us
2023-01-08T13:35:02.752Z,4.4,mb,14,158,7.404,0.84,us,"24 km SW of Port-Olry, Vanuatu",us,us
2023-01-08T13:24:30.153Z,4.8,mb,39,63,5.968,0.53,us,"17 km WSW of Port-Olry, Vanuatu",us,us
2023-01-08T13:23:29.749Z,4.2,mb,18,185,2.444,0.41,us,"275 km W of Adak, Alaska",us,us
2023-01-08T13:14:57.823Z,4.6,mb,21,148,5.93,1.23,us,"27 km WSW of Port-Olry, Vanuatu",us,us
2023-01-08T13:03:50.697Z,4.8,mb,33,99,7.452,0.81,us,"37 km WSW of Port-Olry, Vanuatu",us,us
2023-01-08T13:02:32.206Z,4.8,mb,19,116,6.04,0.71,us,"26 km WNW of Port-Olry, Vanuatu",us,us
2023-01-08T12:59:04.071Z,4.7,mb,37,156,5.962,0.47,us,"40 km W of Port-Olry, Vanuatu",us,us
2023-01-08T12:51:28.586Z,4.2,mb,13,85,5.967,0.26,us,"40 km W of Port-Olry, Vanuatu",us,us
2023-01-08T12:49:04.608Z,4.8,mb,31,156,5.887,0.55,us,Vanuatu,us,us
2023-01-08T12:48:16.164Z,4.2,mb,22,157,6.18,0.68,us,"42 km NW of Port-Olry, Vanuatu",us,us
2023-01-08T12:42:44.625Z,3.4,ml,24,183,0.239,0.46,us,"27 km SSE of Akutan, Alaska",us,us
2023-01-08T12:40:23.359Z,4.8,mb,22,112,6.05,0.4,us,"29 km WNW of Port-Olry, Vanuatu",us,us
2023-01-08T12:32:42.219Z,7,mww,111,36,6.103,0.59,us,"23 km WNW of Port-Olry, Vanuatu",us,us
2023-01-08T11:31:32.827Z,4.4,mb,22,147,1.877,0.56,us,"54 km ESE of Wau, Papua New Guinea",us,us
2023-01-08T10:44:59.725Z,4.2,mb,20,149,2.39,0.38,us,"93 km SSW of Kashgar, China",us,us
2023-01-08T10:27:49.405Z,2.9,ml,,,,0.65,ak,"3 km N of Eagle River, Alaska",ak,ak
2023-01-08T10:22:40.092Z,4.8,mb,75,170,1.186,0.54,us,"131 km SE of Akutan, Alaska",us,us
2023-01-08T10:00:42.480Z,2.6,ml,24,180,0.036,0.36,us,"1 km NNW of Pāhala, Hawaii",us,us
2023-01-08T10:00:31.054Z,4.3,mb,49,82,3.869,0.66,us,"297 km E of Levuka, Fiji",us,us
2023-01-08T09:25:06.770Z,2.87,md,5,277,0.6873,0.11,pr,Puerto Rico region,pr,pr
2023-01-08T09:19:05.903Z,2.6,ml,16,230,0.388,0.37,us,"Rat Islands, Aleutian Islands, Alaska",us,us
2023-01-08T08:58:40.240Z,3.39,md,5,308,0.5819,0.22,pr,Virgin Islands region,pr,pr
2023-01-08T08:46:47.610Z,3.28,md,16,272,0.6699,0.31,pr,"76 km N of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-08T08:35:08.330Z,2.86,md,12,237,0.03663,0.16,pr,Puerto Rico region,pr,pr
2023-01-08T07:54:36.080Z,3.27,md,7,270,0.6389,0.07,pr,Virgin Islands region,pr,pr
2023-01-08T07:44:38.562Z,4.7,mb,55,113,26.05,0.53,us,central East Pacific Rise,us,us
2023-01-08T07:42:56.600Z,2.66,md,7,143,,0.25,nc,"2km NNE of The Geysers, CA",nc,nc
2023-01-08T07:28:30.306Z,3.6,ml,,,,0.61,ak,"63 km SE of Denali National Park, Alaska",ak,ak
2023-01-08T07:12:28.022Z,2.7,ml,,,,0.39,ak,"71 km WSW of Atka, Alaska",ak,ak
2023-01-08T06:59:38.660Z,4.16,md,31,201,0.6691,0.18,pr,"75 km NNW of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-08T06:49:12.855Z,2.6,ml,,,,0.66,ak,"69 km ENE of Pedro Bay, Alaska",ak,ak
2023-01-08T06:39:55.744Z,4.8,mb,46,59,11.384,0.46,us,Southwest Indian Ridge,us,us
2023-01-08T06:18:08.511Z,4.5,mb,27,107,0.835,0.68,us,"89 km NNW of Te Anau, New Zealand",us,us
2023-01-08T05:54:06.534Z,4.5,mwr,79,135,0.991,0.94,us,"50 km S of Sámara, Costa Rica",us,us
2023-01-08T05:22:59.886Z,2.7,ml,,,,0.5,ak,"74 km SW of Nikolski, Alaska",ak,ak
2023-01-08T04:38:01.297Z,2.9,ml,7,165,1.804,0.2,us,"138 km WNW of Attu Station, Alaska",us,us
2023-01-08T03:37:44.088Z,4.1,mb,16,58,4.472,0.4,us,"220 km E of Levuka, Fiji",us,us
2023-01-08T02:49:01.299Z,2.7,ml,,,,0.89,ak,Gulf of Alaska,ak,ak
2023-01-08T02:27:07.287Z,2.5,ml,21,55,0.010551742,0.1,tx,"35 km NNW of Toyah, Texas",tx,tx
2023-01-08T02:04:19.513Z,4.1,mb,27,115,2.805,0.97,us,south of the Fiji Islands,us,us
2023-01-08T02:03:02.307Z,4.1,mb,20,167,1.744,0.9,us,"9 km NNE of Lázaro Cárdenas, Mexico",us,us
2023-01-08T01:16:25.680Z,4.6,mb,55,127,2.699,0.64,us,"55 km E of Iwaki, Japan",us,us
2023-01-08T00:50:26.470Z,2.57,ml,42,75,,0.22,hv,"16 km NNW of Wai‘ōhinu, Hawaii",hv,hv
2023-01-08T00:49:42.050Z,2.8,ml,,,,0.44,ak,"47 km E of Adak, Alaska",ak,ak
2023-01-08T00:32:41.379Z,4.5,mb,27,204,3.878,0.51,us,"203 km ENE of Hasaki, Japan",us,us
2023-01-07T23:11:48.080Z,2.79,md,20,81,0.05828,0.16,pr,"0 km SSE of Espino, Puerto Rico",pr,pr
2023-01-07T23:00:34.024Z,4.9,mww,65,84,1.04,0.38,us,"Mindanao, Philippines",us,us
2023-01-07T21:18:36.949Z,4.2,mb,23,150,0.329,0.49,us,"31 km NNW of Bamboo Flat, India",us,us
2023-01-07T21:16:54.330Z,2.52,ml,45,162,,0.119999997,hv,"10 km E of Pāhala, Hawaii",hv,hv
2023-01-07T20:59:34.945Z,4.6,mb,98,100,3.015,0.72,us,"65 km WSW of Severo-Kuril’sk, Russia",us,us
2023-01-07T20:23:20.447Z,4.5,mb,42,103,3.985,0.98,us,"near the north coast of New Guinea, Papua New Guinea",us,us
2023-01-07T20:01:33.816Z,2.5,ml,14,218,0.487,0.42,us,"200 km WSW of Adak, Alaska",us,us
2023-01-07T19:02:08.020Z,3.82,md,19,206,0.4547,0.49,pr,"13 km SE of Miches, Dominican Republic",pr,pr
2023-01-07T18:51:36.545Z,4.6,mb,83,43,3.715,0.61,us,Fiji region,us,us
2023-01-07T17:36:44.626Z,3.1,ml,14,284,1.287,0.72,us,"Rat Islands, Aleutian Islands, Alaska",us,us
2023-01-07T16:40:24.908Z,4.8,mb,40,88,1.507,0.94,us,"216 km NNE of Tual, Indonesia",us,us
2023-01-07T16:39:22.120Z,2.46,md,81,31,0.05792,0.08,nc,"8km NNE of Alum Rock, CA",nc,nc
2023-01-07T16:18:57.351Z,4.9,mb,27,112,5.585,0.54,us,South Sandwich Islands region,us,us
2023-01-07T15:30:35.535Z,5.3,mb,26,124,2.389,0.39,us,"39 km SW of Hihifo, Tonga",us,us
2023-01-07T14:42:37.775Z,4.7,mb,30,174,2.932,0.53,us,"60 km E of Namie, Japan",us,us
2023-01-07T13:35:40.825Z,2.9,ml,,,,0.52,ak,"116 km SSE of Sand Point, Alaska",ak,ak
2023-01-07T12:39:06.991Z,3.3,ml,,,,0.38,ak,"79 km SSE of Adak, Alaska",ak,ak
2023-01-07T11:58:47.459Z,4.6,mb,20,101,2.006,0.61,us,"45 km N of Kirakira, Solomon Islands",us,us
2023-01-07T11:21:25.214Z,4.2,mwr,20,95,0.154,0.64,us,"55 km SSW of Hualien City, Taiwan",us,us
2023-01-07T10:45:03.214Z,4.3,mb,53,234,4.2,0.86,us,Revilla Gigedo Islands region,us,us
2023-01-07T10:35:04.960Z,2.46,md,6,127,0.2734,0.13,pr,"29 km SSW of Charlotte Amalie, U.S. Virgin Islands",pr,pr
2023-01-07T09:20:53.870Z,3.17,md,11,252,0.8057,0.28,pr,Puerto Rico region,pr,pr
2023-01-07T08:58:10.315Z,4.1,mb,13,79,0.725,0.43,us,"28 km SE of Tokoroa, New Zealand",us,us
2023-01-07T08:49:03.981Z,4.7,mb,34,114,8.364,0.51,us,"13 km WNW of Jayapura, Indonesia",us,us
2023-01-07T08:39:36.213Z,3.4,ml,,,,0.85,ak,"83 km WSW of Lorino, Russia",ak,ak
2023-01-07T08:12:28.096Z,4.9,mww,180,46,2.238,0.52,us,"13 km SSW of Bni Bouayach, Morocco",us,us
2023-01-07T07:53:40.630Z,3.43,md,14,253,0.7273,0.11,pr,"74 km NNE of Vieques, Puerto Rico",pr,pr
2023-01-07T07:42:39.940Z,2.86,md,9,216,0.03409,0.08,pr,"3 km SW of Guánica, Puerto Rico",pr,pr
2023-01-07T06:51:35.200Z,3.11,md,25,211,0.04996,0.07,pr,"6 km ESE of La Parguera, Puerto Rico",pr,pr
2023-01-07T06:50:18.161Z,4.3,mb,23,156,1.683,0.81,us,"193 km SSW of Padangsidempuan, Indonesia",us,us
2023-01-07T06:46:52.339Z,4.2,mb,16,101,1.187,0.42,us,Molucca Sea,us,us
2023-01-07T06:39:29.727Z,4.6,mwr,94,74,1.475,0.78,us,near the coast of western Turkey,us,us
2023-01-07T06:37:20.749Z,2.5,ml,,,,0.65,ak,"54 km NNE of Chase, Alaska",ak,ak
2023-01-07T06:23:40.893Z,4.8,mwr,132,33,0.827,0.67,us,"76 km S of Calingasta, Argentina",us,guc
2023-01-07T05:48:11.956Z,3.4,ml,,,,1.03,ak,"95 km S of Point Hope, Alaska",ak,ak
2023-01-07T05:36:09.930Z,2.48,ml,45,171,,0.100000001,hv,"8 km SE of Pāhala, Hawaii",hv,hv
2023-01-07T05:26:55.119Z,4.2,mb,33,137,2.738,0.57,us,Kuril Islands,us,us
2023-01-07T05:21:56.238Z,4.5,mb,60,82,3.63,0.61,us,"230 km SSE of Tabiauan, Philippines",us,us
2023-01-07T04:48:59.080Z,2.52,md,56,52,0.05648,0.11,nm,Tennessee,nm,nm
2023-01-07T04:18:28.748Z,3,ml,,,,0.58,ak,"34 km ESE of Skwentna, Alaska",ak,ak
2023-01-07T03:45:24.910Z,2.7,ml,14,190,0.698,0.51,us,"87 km SE of False Pass, Alaska",us,us
2023-01-07T03:17:41.590Z,2.68,md,6,224,0.07858,0.09,pr,"5 km SW of Guánica, Puerto Rico",pr,pr
2023-01-07T03:01:24.756Z,4.5,mb,22,112,1.432,0.59,us,"Papua, Indonesia",us,us
2023-01-07T02:55:45.230Z,2.47,md,5,263,0.1359,0.09,pr,"4 km SE of Maria Antonia, Puerto Rico",pr,pr
2023-01-07T02:43:19.643Z,2.8,ml,16,214,0.313,0.32,us,"Rat Islands, Aleutian Islands, Alaska",us,us
2023-01-07T02:38:14.580Z,3.07,md,13,206,0.2131,0.13,pr,"9 km S of Emajagua, Puerto Rico",pr,pr
2023-01-07T01:58:42.796Z,4,mb,24,112,0.188,0.87,us,"0 km WSW of San Martín, Argentina",us,us
2023-01-07T01:52:58.082Z,4.7,mb,82,47,1.504,0.91,us,"1 km NW of Míthymna, Greece",us,us
2023-01-07T01:44:04.007Z,2.7,ml,11,195,0.348,0.38,us,"Rat Islands, Aleutian Islands, Alaska",us,us
2023-01-07T01:33:16.408Z,4.5,mb,18,124,4.321,0.59,us,Chagos Archipelago region,us,us
2023-01-07T01:31:49.307Z,4.4,mb,34,98,0.744,1.05,us,"Near the coast of Libertador O'Higgins, Chile",us,us
2023-01-07T00:30:50.279Z,3,ml,,,,0.59,ak,"34 km ENE of Adak, Alaska",ak,ak
2023-01-07T00:27:05.720Z,2.9,md,18,215,0.07779,0.11,pr,"5 km WSW of Guánica, Puerto Rico",pr,pr
2023-01-06T23:39:51.118Z,4.3,mb,25,156,0.862,0.4,us,"80 km NE of Nanortalik, Greenland",us,us
2023-01-06T23:00:39.892Z,2.8,ml,,,,0.37,ak,"15 km SE of Adak, Alaska",ak,ak
2023-01-06T22:48:08.180Z,3.27,md,17,183,0.1627,0.18,pr,"16 km NW of Culebra, Puerto Rico",pr,pr
2023-01-06T22:27:47.603Z,4.5,mb,17,136,3.127,0.63,us,"south of Java, Indonesia",us,us
2023-01-06T22:27:29.773Z,4.5,mb,76,117,1.388,0.67,us,"Hokkaido, Japan region",us,us
2023-01-06T21:52:20.416Z,2.5,ml,,,,0.79,ak,"93 km SSE of Sand Point, Alaska",ak,ak
2023-01-06T21:14:02.200Z,2.78,md,48,75,0.07191,0.13,nc,"8km SSW of Kettleman City, CA",nc,nc
2023-01-06T20:55:40.909Z,4.7,mb,55,99,0.727,0.71,us,"92 km NE of Nanortalik, Greenland",us,us
2023-01-06T20:47:56.917Z,4.5,mb,63,62,0.671,0.69,us,"Nias region, Indonesia",us,us
2023-01-06T20:17:31.063Z,2.7,ml,,,,0.58,ak,"69 km ESE of Chenega, Alaska",ak,ak
2023-01-06T20:07:18.222Z,4.6,mb,25,84,1.913,0.7,us,"126 km SW of Hihifo, Tonga",us,us
2023-01-06T20:06:20.184Z,4.9,mb,29,61,2.914,0.64,us,"34 km SSW of Cachí, Argentina",us,us
2023-01-06T20:01:10.408Z,4.9,mb,52,63,3.028,0.78,us,Fiji region,us,us
2023-01-06T18:54:17.106Z,2.8,ml,36,234,2.188,0.56,us,Gulf of Alaska,us,us
2023-01-06T17:49:14.543Z,4.1,mb,52,135,1.503,0.67,us,"139 km N of Ishigaki, Japan",us,us
2023-01-06T17:00:52.209Z,2.6,ml,24,68,0.246,0.56,us,"6 km NNW of Chacra, Colorado",us,us
2023-01-06T16:50:03.148Z,4.5,mb,23,146,3.418,0.49,us,"59 km SW of Puerto Santa, Peru",us,us
2023-01-06T16:25:51.190Z,2.48,ml,41,114,,0.170000002,hv,"4 km SSW of Pāhala, Hawaii",hv,hv
2023-01-06T15:33:28.060Z,2.5,ml,,,,0.63,ak,"111 km SSW of Nikolski, Alaska",ak,ak
2023-01-06T14:35:43.350Z,3.7,mb,24,156,5.169,0.47,us,"Pagan region, Northern Mariana Islands",us,us
2023-01-06T14:23:09.220Z,3.23,ml,61,244,0.7395,0.21,nc,"85km WNW of Ferndale, CA",nc,nc
2023-01-06T14:14:29.109Z,4.5,mb,28,80,3.671,0.45,us,Solomon Islands,us,us
2023-01-06T13:59:55.490Z,2.94,md,11,195,0.2109,0.32,pr,"7 km NNW of Dorado, Puerto Rico",pr,pr
2023-01-06T13:33:01.275Z,4.3,mb,40,67,0.484,0.43,us,"Libertador General Bernardo O'Higgins, Chile",us,us
2023-01-06T13:28:04.220Z,3.4,ml,28,67,0.103251832,0.2,tx,"57 km S of Whites City, New Mexico",tx,tx
2023-01-06T13:27:43.959Z,2.6,ml,49,68,0.10711073,0.2,tx,"57 km S of Whites City, New Mexico",tx,tx
2023-01-06T13:20:04.435Z,2.7,ml,15,263,1.688,0.25,us,"191 km SSE of Unalaska, Alaska",us,us
2023-01-06T12:51:39.391Z,3.4,ml,15,202,0.69,0.58,us,"79 km ESE of Atka, Alaska",us,us
2023-01-06T12:33:17.462Z,4.4,mb,29,124,1.726,0.51,us,"63 km WNW of El Alto, Peru",us,us
2023-01-06T12:27:20.028Z,2.8,ml,33,151,0.128,0.28,us,"Unimak Island region, Alaska",us,us
2023-01-06T12:27:19.500Z,3.27,ml,25,161,0.01679,0.12,nc,"3km SW of Humboldt Hill, CA",nc,nc
2023-01-06T11:52:37.478Z,5.9,mww,109,23,4.849,0.74,us,south of the Fiji Islands,us,us
2023-01-06T10:24:54.498Z,2.5,ml,31,60,0.753,0.36,us,"23 km NW of Stanley, Idaho",us,us
2023-01-06T09:01:22.470Z,3.37,md,16,299,0.3661,0.1,pr,"38 km N of San Antonio, Puerto Rico",pr,pr
2023-01-06T08:55:48.760Z,2.5,ml,,,,0.8,ak,"57 km N of Petersville, Alaska",ak,ak
2023-01-06T08:47:33.596Z,2.6,ml,24,194,0.393,0.35,us,"Fox Islands, Aleutian Islands, Alaska",us,us
2023-01-06T06:38:36.458Z,4.4,mb,23,53,1.574,0.67,us,"76 km W of San Antonio de los Cobres, Argentina",us,us
2023-01-06T06:30:31.290Z,2.5,md,5,134,0.04412,0.03,pr,"2 km NNW of Guayanilla, Puerto Rico",pr,pr
2023-01-06T05:36:05.545Z,4.8,mb,27,117,2.166,0.77,us,"129 km ENE of Tadine, New Caledonia",us,us
2023-01-06T05:04:38.812Z,5.4,mww,89,86,8.502,0.82,us,South Sandwich Islands region,us,us
2023-01-06T04:44:03.427Z,4.8,mb,66,67,1.201,0.84,us,"near the west coast of Honshu, Japan",us,us
2023-01-06T04:37:07.380Z,2.72,ml,18,150,,0.129999995,hv,"Hawaii region, Hawaii",hv,hv
2023-01-06T04:32:04.261Z,2.8,ml,36,56,0.065485567,0.2,tx,western Texas,tx,tx
2023-01-06T04:22:39.380Z,2.57,ml,30,78,,0.08,hv,"12 km SSE of Volcano, Hawaii",hv,hv
2023-01-06T04:03:52.567Z,4.3,mb,24,146,1.688,0.64,us,Taiwan region,us,us
2023-01-06T03:54:55.773Z,4.5,mb,19,107,8.615,0.76,us,Southwest Indian Ridge,us,us
2023-01-06T03:31:35.310Z,3.29,md,14,178,0.1704,0.12,pr,"15 km S of Esperanza, Puerto Rico",pr,pr
2023-01-06T02:33:49.635Z,4.6,mb,19,83,9.843,0.48,us,central Mid-Atlantic Ridge,us,us
2023-01-06T01:51:38.940Z,4.7,mb,43,39,5.785,0.69,us,north of Ascension Island,us,us
2023-01-06T01:42:04.995Z,2.5,ml,,,,0.78,ak,"36 km E of Teller, Alaska",ak,ak
2023-01-06T01:28:19.570Z,3.26,ml,17,123,,0.08,hv,"5 km WSW of Volcano, Hawaii",hv,hv
2023-01-06T00:09:11.726Z,3.1,ml,,,,0.54,ak,"Andreanof Islands, Aleutian Islands, Alaska",ak,ak
2023-01-05T23:31:57.180Z,3.3,md,9,259,0.7589,0.12,pr,Puerto Rico region,pr,pr
2023-01-05T22:45:21.207Z,4.2,mb,32,109,1.925,0.91,us,"31 km SSW of Kunduz, Afghanistan",us,us
2023-01-05T22:30:23.520Z,2.47,ml,39,133,,0.159999996,hv,"9 km ENE of Pāhala, Hawaii",hv,hv
2023-01-05T21:38:59.379Z,3,ml,,,,0.57,ak,"Rat Islands, Aleutian Islands, Alaska",ak,ak
2023-01-05T20:53:51.335Z,2.7,ml,16,215,0.72,0.71,us,"88 km SE of False Pass, Alaska",us,us
2023-01-05T20:53:27.330Z,3.25,md,8,312,0.5029,0.18,pr,"48 km WSW of Stella, Puerto Rico",pr,pr
2023-01-05T20:19:38.035Z,4.4,mb,44,84,1.362,0.6,us,"northwest of the Ryukyu Islands, Japan",us,us
2023-01-05T19:54:34.482Z,4.3,mb,48,158,1.052,0.74,us,"19 km ESE of Rasht, Tajikistan",us,us
2023-01-05T19:26:19.367Z,2.8,ml,22,223,0.545,0.83,us,"201 km WSW of Adak, Alaska",us,us
2023-01-05T19:08:18.897Z,4.2,mwr,41,100,0.443,0.39,us,"Near the coast of Valparaiso, Chile",us,guc
2023-01-05T18:56:11.064Z,4.9,mb,68,69,4.282,0.71,us,Chagos Archipelago region,us,us
2023-01-05T18:36:39.022Z,4.6,mb,48,85,15.61,0.87,us,West Chile Rise,us,us
2023-01-05T18:22:53.039Z,2.7,ml,,,,0.82,ak,"20 km NNE of Sterling, Alaska",ak,ak
2023-01-05T18:19:48.270Z,2.48,ml,21,138,0.1157,0.16,uu,"59 km N of Kelly, Wyoming",uu,uu
2023-01-05T18:02:53.156Z,4.3,mb,28,86,0.516,0.87,us,"33 km ENE of Yilan, Taiwan",us,us
2023-01-05T17:25:20.620Z,3.2,ml,,,,0.66,ak,"10 km W of Point MacKenzie, Alaska",ak,ak
2023-01-05T17:11:36.809Z,4.4,mb,37,69,0.534,0.77,us,"34 km SE of Jiufen, Taiwan",us,us
2023-01-05T16:14:52.204Z,2.6,ml,,,,0.87,ak,"91 km NNW of Diomede, Alaska",ak,ak
